E	i
1.93392041325569	0.0407909629866481
1.93889704719186	0.0407909629866481
1.93392041325569	0.0358164198696613
1.93889704719186	0.0457655061036348
1.93392041325569	0.0457655061036348
1.93889704719186	0.0159182474017143
1.93392041325569	0.0258673336356878
1.93889704719186	0.0159182474017143
1.93392041325569	0.0258673336356878
1.93889704719186	0.0606891354545951
1.93392041325569	0.0557145923376083
1.93889704719186	0.0606891354545951
1.93392041325569	0.0258673336356878
1.93889704719186	0.0656636785715818
1.93392041325569	0.0656636785715818
1.93889704719186	0.0557145923376083
1.93392041325569	0.0457655061036348
1.93889704719186	0.0606891354545951
1.93392041325569	0.0706382216885686
1.93889704719186	0.0557145923376083
1.93392041325569	0.0557145923376083
1.93889704719186	0.0756127648055553
1.93392041325569	0.0756127648055553
1.93889704719186	0.105460023507476
1.94387368112803	0.135307282209396
1.94885031506419	0.249721773900092
1.95382694900036	0.294492661952972
1.95880358293653	0.403932610526681
1.96378021687269	0.453678041696548
1.95880358293653	0.508398015983403
1.96378021687269	0.503423472866416
1.97373348474503	0.57306707650423
1.96875685080886	0.617837964557111
1.97373348474503	0.657634309493005
1.97871011868119	0.717328826896846
1.98368675261736	0.74220154248178
1.97871011868119	0.747176085598767
1.98368675261736	0.75712517183274
1.98866338655353	0.851641491055489
1.98368675261736	0.846666947938502
1.98866338655353	0.871539663523436
1.99364002048969	0.916310551576316
1.98866338655353	0.961081439629197
1.99364002048969	0.990928698331118
1.99861665442586	1.035699586384
2.00856992229819	1.12524136248976
2.00359328836203	1.13021590560675
2.00856992229819	1.14513953495771
2.00359328836203	1.14513953495771
2.00856992229819	1.15508862119168
2.01354655623436	1.17498679365963
2.01852319017053	1.20483405236155
2.02349982410669	1.27945219911635
2.02847645804286	1.31924854405224
2.02349982410669	1.33914671652019
2.02847645804286	1.36899397522211
2.03345309197903	1.39884123392403
2.02847645804286	1.41873940639198
2.03345309197903	1.42868849262595
2.03842972591519	1.5232048118487
2.04340635985136	1.53812844119966
2.04838299378753	1.60777204483747
2.05335962772369	1.63264476042241
2.05833626165986	1.65751747600734
2.05335962772369	1.65751747600734
2.05833626165986	1.65751747600734
2.06331289559603	1.7122374502942
2.06828952953219	1.76198288146406
2.06331289559603	1.76198288146406
2.06828952953219	1.77193196769804
2.07326616346836	1.79680468328297
2.07824279740453	1.82665194198489
2.07326616346836	1.83162648510188
2.07824279740453	1.85649920068681
2.08321943134069	1.89629554562271
2.07824279740453	1.90624463185668
2.08321943134069	1.90624463185668
2.07824279740453	1.9360918905586
2.08321943134069	1.94604097679257
2.08819606527686	1.94604097679257
2.09317269921303	1.96096460614353
2.08819606527686	1.97091369237751
2.09317269921303	1.97588823549449
2.09814933314919	2.02563366666436
2.09317269921303	2.05548092536628
2.10312596708536	2.06543001160026
2.09814933314919	2.09030272718519
2.10312596708536	2.07537909783423
2.10810260102153	2.08035364095122
2.1130792349577	2.0853281840682
2.11805586889386	2.0853281840682
2.1130792349577	2.07537909783423
2.11805586889386	2.0853281840682
2.12303250283003	2.07040455471724
2.1280091367662	2.07040455471724
2.13298577070236	2.07537909783423
2.13796240463853	2.08035364095122
2.1429390385747	2.09527727030218
2.13796240463853	2.10025181341916
2.1429390385747	2.14004815835506
2.13796240463853	2.13507361523807
2.1429390385747	2.14999724458903
2.13796240463853	2.13507361523807
2.1429390385747	2.11517544277012
2.14791567251086	2.10522635653615
2.15289230644703	2.13507361523807
2.14791567251086	2.12014998588711
2.15289230644703	2.13009907212108
2.1578689403832	2.13507361523807
2.16284557431936	2.12014998588711
2.16782220825553	2.10522635653615
2.16284557431936	2.10025181341916
2.16782220825553	2.10522635653615
2.16284557431936	2.09527727030218
2.16782220825553	2.11020089965314
2.1727988421917	2.0853281840682
2.17777547612786	2.13009907212108
2.1727988421917	2.1251245290041
2.17777547612786	2.159946330823
2.18275211006403	2.19476813264191
2.17777547612786	2.17486996017396
2.18275211006403	2.18481904640794
2.1877287440002	2.17486996017396
2.19270537793636	2.18481904640794
2.1877287440002	2.16989541705698
2.19270537793636	2.159946330823
2.19768201187253	2.19476813264191
2.19270537793636	2.18979358952492
2.19768201187253	2.18979358952492
2.2026586458087	2.18481904640794
2.19768201187253	2.15497178770602
2.2026586458087	2.1251245290041
2.19768201187253	2.09527727030218
2.2026586458087	2.04553183913231
2.20763527974486	2.05548092536628
2.2026586458087	2.06045546848327
2.20763527974486	2.06543001160026
2.21261191368103	2.05548092536628
2.2175885476172	2.08035364095122
2.22256518155336	2.07537909783423
2.2175885476172	2.08035364095122
2.22256518155336	2.06543001160026
2.22754181548953	2.09030272718519
2.2325184494257	2.11020089965314
2.23749508336186	2.1251245290041
2.2325184494257	2.10522635653615
2.23749508336186	2.1251245290041
2.24247171729803	2.10025181341916
2.2474483512342	2.14004815835506
2.25242498517036	2.16989541705698
2.25740161910653	2.16989541705698
2.25242498517036	2.14502270147204
2.25740161910653	2.14999724458903
2.2623782530427	2.13009907212108
2.26735488697886	2.12014998588711
2.27233152091503	2.16492087393999
2.2773081548512	2.18481904640794
2.27233152091503	2.20969176199287
2.2773081548512	2.22461539134383
2.28228478878736	2.23456447757781
2.28726142272353	2.23953902069479
2.28228478878736	2.21964084822685
2.28726142272353	2.19476813264191
2.2922380566597	2.17486996017396
2.29721469059587	2.15497178770602
2.2922380566597	2.11517544277012
2.29721469059587	2.12014998588711
2.30219132453203	2.11020089965314
2.3071679584682	2.10025181341916
2.30219132453203	2.06543001160026
2.3071679584682	2.08035364095122
2.31214459240437	2.08035364095122
2.31712122634053	2.13009907212108
2.31214459240437	2.11517544277012
2.31712122634053	2.1251245290041
2.3220978602767	2.14004815835506
2.32707449421287	2.06543001160026
2.3220978602767	2.07537909783423
2.32707449421287	2.03060820978135
2.3220978602767	2.0505063822493
2.32707449421287	2.04055729601532
2.33205112814903	2.03060820978135
2.32707449421287	2.05548092536628
2.33205112814903	2.04553183913231
2.32707449421287	2.05548092536628
2.33205112814903	2.0505063822493
2.3370277620852	2.04553183913231
2.34200439602137	2.0853281840682
2.34698102995753	2.0853281840682
2.3519576638937	2.10522635653615
2.35693429782987	2.10522635653615
2.36191093176603	2.08035364095122
2.3668875657022	2.09527727030218
2.37186419963837	2.13507361523807
2.37684083357453	2.14502270147204
2.3818174675107	2.13507361523807
2.38679410144687	2.14999724458903
2.39177073538303	2.1251245290041
2.3967473693192	2.13507361523807
2.40172400325537	2.13507361523807
2.3967473693192	2.14502270147204
2.40172400325537	2.13009907212108
2.40670063719153	2.14999724458903
2.41665390506387	2.14999724458903
2.4116772711277	2.13009907212108
2.41665390506387	2.0853281840682
2.42163053900003	2.09030272718519
2.41665390506387	2.06543001160026
2.42163053900003	2.0853281840682
2.4266071729362	2.11020089965314
2.43158380687237	2.1251245290041
2.43656044080853	2.15497178770602
2.43158380687237	2.16989541705698
2.43656044080853	2.14004815835506
2.4415370747447	2.10522635653615
2.43656044080853	2.10522635653615
2.4415370747447	2.11517544277012
2.44651370868087	2.09527727030218
2.45149034261703	2.10522635653615
2.44651370868087	2.11517544277012
2.45149034261703	2.0853281840682
2.4564669765532	2.13507361523807
2.46144361048937	2.17486996017396
2.4564669765532	2.16989541705698
2.46144361048937	2.14004815835506
2.46642024442554	2.14502270147204
2.4713968783617	2.1251245290041
2.47637351229787	2.11020089965314
2.4713968783617	2.10522635653615
2.47637351229787	2.14502270147204
2.4713968783617	2.17486996017396
2.47637351229787	2.17984450329095
2.4713968783617	2.18979358952492
2.47637351229787	2.17984450329095
2.4713968783617	2.17486996017396
2.47637351229787	2.159946330823
2.4713968783617	2.14999724458903
2.46642024442554	2.13507361523807
2.4713968783617	2.159946330823
2.47637351229787	2.18481904640794
2.4713968783617	2.16492087393999
2.47637351229787	2.159946330823
2.4713968783617	2.14999724458903
2.47637351229787	2.14502270147204
2.4713968783617	2.13507361523807
2.47637351229787	2.13507361523807
2.4713968783617	2.14502270147204
2.46642024442554	2.09527727030218
2.4713968783617	2.10522635653615
2.47637351229787	2.07537909783423
2.46642024442554	2.05548092536628
2.4713968783617	2.06045546848327
2.46642024442554	2.07040455471724
2.4713968783617	2.07537909783423
2.47637351229787	2.11020089965314
2.46642024442554	2.10522635653615
2.4713968783617	2.13507361523807
2.47637351229787	2.16492087393999
2.4713968783617	2.159946330823
2.46642024442554	2.1251245290041
2.4713968783617	2.13507361523807
2.47637351229787	2.06045546848327
2.4713968783617	2.06045546848327
2.46642024442554	2.0107100373134
2.4713968783617	2.04553183913231
2.47637351229787	2.07537909783423
2.4713968783617	2.08035364095122
2.47637351229787	2.07040455471724
